abell_id,ra,dec,richness_class,distance_class,bm_type,redshift
Abell 2182,318.22,-14.79,3,6,I-II,0.2098
Abell 2183,160.95,17.75,1,6,I,
Abell 2184,297.05,40.22,2,6,,
Abell 2185,236.68,67.03,4,4,II-III,0.2346
Abell 2186,124.46,64.86,1,6,II-III,0.2413
Abell 2187,258.35,40.74,0,,II,0.3261
Abell 2188,335.31,42.46,1,4,,0.0898
Abell 2189,243.46,57.97,0,4,I,
Abell 2190,326.01,78.03,0,6,II-III,0.3143
Abell 2191,274.54,77.13,1,5,II-III,0.0416
Abell 2192,39.95,6.55,0,6,I,0.1810
Abell 2193,28.36,47.48,0,6,III,0.1291
Abell 2194,243.19,-10.37,0,4,,0.3241
Abell 2195,198.06,69.69,1,1,II,
Abell 2196,245.49,55.76,0,3,II-III,0.3039
Abell 2197,247.05,40.93,1,3,III,0.0303
Abell 2198,4.24,42.99,1,6,II,0.2929
Abell 2199,247.16,39.53,2,3,I,0.0302
Abell 2200,47.44,49.97,0,5,,0.3367
Abell 2201,54.36,72.69,1,5,I,0.1610
Abell 2202,346.97,27.57,2,6,III,0.3311
Abell 2203,156.81,-12.43,0,5,II,0.1883
Abell 2204,73.70,44.12,0,4,II,0.0717
Abell 2205,318.17,29.40,0,6,I,0.3178
Abell 2206,155.50,-22.09,1,7,II-III,0.1727
Abell 2207,173.84,21.11,1,3,II-III,0.0110
Abell 2208,220.23,78.54,0,2,I-II,0.0534
Abell 2209,296.83,30.76,3,5,II,0.1023
Abell 2210,64.02,89.72,1,4,II,0.0827
Abell 2211,310.33,8.83,0,,II-III,0.1714
Abell 2212,94.90,53.58,4,7,I-II,
Abell 2213,10.96,29.90,1,5,II,0.2452
Abell 2214,34.12,-16.21,0,5,I-II,0.1485
Abell 2215,180.18,-8.30,1,7,II-III,0.3369
Abell 2216,355.03,-9.85,0,3,II-III,0.1061
Abell 2217,17.03,69.13,2,5,I-II,
Abell 2218,248.95,66.21,2,5,II,0.1710
Abell 2219,250.08,46.71,3,5,II-III,0.2256
Abell 2220,236.94,67.88,1,6,II,0.0716
Abell 2221,126.02,60.54,1,6,II,0.3400
Abell 2222,271.81,56.70,1,5,II,
Abell 2223,252.56,-4.87,1,3,I,0.0375
Abell 2224,244.04,4.50,0,5,II-III,0.1273
Abell 2225,115.83,21.98,3,4,I-II,0.1247
Abell 2226,98.52,-10.40,0,6,II,0.1627
Abell 2227,132.38,43.35,2,5,I-II,0.3087
Abell 2228,36.92,22.66,0,4,III,0.3165
Abell 2229,120.89,81.46,0,4,,0.1141
Abell 2230,105.58,10.85,1,6,II,0.1949
Abell 2231,210.91,12.22,0,4,I,0.2913
Abell 2232,73.10,88.87,1,4,III,0.1198
Abell 2233,246.57,47.29,0,2,II-III,0.1702
Abell 2234,130.36,26.34,1,,II,0.2085
Abell 2235,287.64,25.05,3,4,I-II,0.2028
Abell 2236,81.04,50.72,1,,II-III,0.0134
Abell 2237,17.76,72.11,0,5,II,0.2305
Abell 2238,209.32,36.15,2,,II,0.2499
Abell 2239,359.80,23.00,1,5,III,
Abell 2240,271.72,31.95,2,2,II-III,0.1951
Abell 2241,189.46,34.87,1,3,III,0.0125
Abell 2242,253.80,60.77,0,4,,0.1988
Abell 2243,92.96,45.66,0,2,,
Abell 2244,255.68,34.06,0,4,III,0.0968
Abell 2245,325.00,73.99,0,7,II-III,0.2259
Abell 2246,91.51,22.41,2,6,III,0.2647
Abell 2247,219.06,30.41,1,5,I-II,0.2287
Abell 2248,268.04,15.42,1,6,,0.2760
Abell 2249,23.57,-25.66,0,5,II,
Abell 2250,281.75,-18.41,0,6,II,0.1899
Abell 2251,26.45,83.98,1,4,II,0.1951
Abell 2252,280.19,51.77,2,7,II,0.2758
Abell 2253,308.03,11.95,1,,III,0.1467
Abell 2254,23.89,22.35,0,4,I,0.3412
Abell 2255,258.13,64.06,2,4,II-III,0.0806
Abell 2256,256.11,78.64,2,4,II-III,0.0601
Abell 2257,52.58,-23.00,1,4,II-III,
Abell 2258,60.47,66.23,1,7,II,0.0892
Abell 2259,305.94,-11.53,0,,III,0.1924
Abell 2260,45.31,24.79,2,4,II,0.3234
Abell 2261,203.03,87.81,0,2,II,0.0544
Abell 2262,84.26,88.94,1,,II-III,0.3280
Abell 2263,85.16,26.94,0,6,I,0.2416
Abell 2264,245.98,48.39,0,3,,0.1996
Abell 2265,53.91,72.39,0,5,I-II,0.0978
Abell 2266,249.57,77.89,0,5,II,0.0588
Abell 2267,173.63,33.09,1,4,I-II,0.2465
Abell 2268,53.63,61.49,0,2,I,
Abell 2269,157.09,63.14,1,4,III,0.3428
Abell 2270,164.99,85.36,1,5,I,0.3448
Abell 2271,245.07,9.52,2,,III,0.0589
Abell 2272,14.20,41.28,0,4,III,0.1895
Abell 2273,246.36,50.33,1,4,II,0.2894
Abell 2274,205.77,28.90,0,4,II-III,0.1432
Abell 2275,195.25,22.07,3,,II-III,0.1583
Abell 2276,338.02,61.21,0,7,II-III,0.3044
Abell 2277,98.39,83.94,2,6,,
Abell 2278,318.04,-11.12,0,7,I,
Abell 2279,17.80,79.55,0,7,III,
Abell 2280,338.79,61.73,4,6,,0.3419
Abell 2281,319.45,-24.48,0,2,III,
Abell 2282,142.01,80.27,0,5,,0.2165
Abell 2283,306.57,84.22,2,4,I,0.2777
Abell 2284,172.88,87.46,1,7,II,0.2946
Abell 2285,3.34,3.61,1,,,0.0492
Abell 2286,130.79,16.41,1,3,I,0.0928
Abell 2287,171.31,44.04,1,5,III,0.0373
Abell 2288,320.32,48.77,1,5,II,
Abell 2289,305.89,25.13,2,4,II-III,0.0409
Abell 2290,85.34,-4.96,0,7,I,0.1782
Abell 2291,132.83,-4.86,2,1,I,0.0683
Abell 2292,27.42,-22.66,0,5,I,
Abell 2293,16.22,64.85,0,7,II-III,0.1308
Abell 2294,181.12,68.13,0,6,I-II,0.1003
Abell 2295,126.52,21.31,5,6,I,0.1087
Abell 2296,127.18,46.86,3,4,I-II,0.0637
Abell 2297,186.72,72.67,2,3,I-II,0.1335
Abell 2298,188.84,74.81,2,5,III,0.1430
Abell 2299,248.24,-24.57,1,6,I,0.1992
Abell 2300,58.91,41.92,0,5,III,
Abell 2301,5.17,47.40,1,,I,0.0655
Abell 2302,208.51,45.32,0,7,,0.1238
Abell 2303,268.89,82.16,2,5,I,0.3246
Abell 2304,205.71,87.36,2,,I-II,
Abell 2305,340.63,7.03,0,6,II-III,0.2152
Abell 2306,121.79,28.46,0,5,III,0.2375
Abell 2307,343.16,-17.57,1,6,II,0.0342
Abell 2308,304.10,44.91,1,,I,0.0324
Abell 2309,33.67,87.89,1,5,I,0.1492
Abell 2310,1.07,50.84,0,3,I,0.3101
Abell 2311,349.79,81.85,1,7,,0.2683
Abell 2312,134.50,54.23,0,4,I,0.1673
Abell 2313,121.97,58.88,1,5,II-III,0.2281
Abell 2314,224.44,85.51,0,4,,0.2358
Abell 2315,141.73,46.41,0,5,II-III,0.3077
Abell 2316,83.79,69.89,0,4,III,0.1334
Abell 2317,162.48,34.78,0,3,III,0.2766
Abell 2318,214.89,-20.62,4,5,,0.3014
Abell 2319,290.22,43.95,2,3,II-III,0.0557
Abell 2320,189.91,-19.17,1,6,I-II,0.2532
Abell 2321,216.50,45.92,0,7,I,0.1449
Abell 2322,3.51,6.92,0,,I-II,0.2521
Abell 2323,172.36,-26.50,2,3,II,0.3146
Abell 2324,35.20,57.58,1,7,,0.3479
Abell 2325,244.00,60.64,0,,I,0.0657
Abell 2326,196.40,20.67,0,2,II,0.2360
Abell 2327,352.23,72.27,0,7,II,0.1660
Abell 2328,337.54,69.54,0,5,II-III,0.1400
Abell 2329,120.96,5.89,1,4,II,0.0483
Abell 2330,238.66,29.32,0,1,II,
Abell 2331,262.76,82.16,0,4,I-II,0.0694
Abell 2332,237.80,21.91,0,5,I-II,0.1798
Abell 2333,177.31,28.04,4,5,I-II,0.0622
Abell 2334,251.98,-2.64,1,3,I-II,0.0684
Abell 2335,329.24,63.56,1,2,,
Abell 2336,112.94,47.70,0,4,II-III,0.2994
Abell 2337,240.24,83.38,0,,II-III,0.1799
Abell 2338,355.38,1.10,3,,II,0.0911
Abell 2339,250.11,50.08,1,5,I,0.0366
Abell 2340,45.49,71.23,1,7,II-III,0.2453
Abell 2341,63.84,54.28,1,4,II,0.0975
Abell 2342,11.72,78.36,0,5,III,0.2898
Abell 2343,55.59,-20.21,0,6,I-II,0.2030
Abell 2344,303.23,14.48,2,5,I-II,0.1260
Abell 2345,174.23,66.32,1,2,I,0.1920
Abell 2346,305.15,-9.25,0,6,II-III,0.2302
Abell 2347,331.87,48.42,0,5,III,0.2920
Abell 2348,305.25,8.51,1,7,I-II,0.0535
Abell 2349,183.90,40.71,1,3,II-III,0.1807
Abell 2350,255.68,55.10,3,6,II-III,0.1154
Abell 2351,347.51,63.67,1,6,II-III,0.2631
Abell 2352,290.08,66.23,2,6,I-II,0.2025
Abell 2353,192.88,89.85,0,5,I,0.0900
Abell 2354,269.69,60.16,1,4,II-III,0.2487
Abell 2355,251.91,66.67,0,6,II,0.1499
Abell 2356,282.87,63.62,1,6,III,0.2240
Abell 2357,170.96,50.15,0,2,III,0.1821
Abell 2358,358.13,69.65,0,4,I,0.2301
Abell 2359,233.77,-2.17,1,2,I,0.0177
Abell 2360,30.54,40.83,4,6,III,0.2799
Abell 2361,79.22,76.41,0,4,II,0.0726
Abell 2362,12.23,5.26,1,6,II,
Abell 2363,335.14,70.47,4,5,II,0.3458
Abell 2364,175.26,38.80,0,5,II-III,0.3128
Abell 2365,101.30,30.72,0,7,,
Abell 2366,106.59,40.88,1,6,,
Abell 2367,307.59,10.41,2,6,I-II,0.0146
Abell 2368,215.53,27.97,1,4,I,
Abell 2369,9.99,49.00,0,3,II,0.0716
Abell 2370,281.85,76.64,0,3,II,0.2117
Abell 2371,175.59,-1.57,1,6,I-II,0.0268
Abell 2372,72.24,56.91,0,6,I-II,0.3230
Abell 2373,130.50,-2.14,0,5,I-II,0.1970
Abell 2374,61.39,-21.41,1,5,II,0.0745
Abell 2375,218.62,83.85,0,7,II,0.3384
Abell 2376,167.86,69.94,2,6,III,0.1086
Abell 2377,201.47,67.72,1,4,III,0.1131
Abell 2378,352.17,65.49,0,4,I,0.2811
Abell 2379,285.99,38.00,4,5,II-III,0.0936
Abell 2380,236.21,-11.86,0,5,II,0.0679
Abell 2381,242.51,11.59,1,5,I,0.2795
Abell 2382,327.22,-15.70,0,5,II-III,0.0648
Abell 2383,10.70,66.32,4,6,III,0.2990
Abell 2384,82.43,40.00,1,6,III,0.2465
Abell 2385,197.77,-18.61,1,5,,
Abell 2386,357.17,71.23,0,4,,0.1771
Abell 2387,306.93,86.02,5,,II,0.2685
Abell 2388,137.31,30.69,4,6,,
Abell 2389,280.34,61.74,0,6,II-III,0.3303
Abell 2390,328.40,-17.69,2,4,I,0.2329
Abell 2391,11.10,17.59,0,,I-II,0.2696
Abell 2392,22.40,40.64,1,6,II-III,0.1142
Abell 2393,280.81,36.74,1,5,III,0.0786
Abell 2394,239.73,-4.45,0,3,,0.2990
Abell 2395,41.14,-2.25,0,4,III,0.1686
Abell 2396,232.46,-26.63,1,6,I-II,0.0849
Abell 2397,114.62,21.53,0,5,I,0.1583
Abell 2398,283.19,50.74,2,,II,0.3387
Abell 2399,329.37,-7.80,2,3,II-III,0.0579
Abell 2400,336.49,-17.38,2,6,III,0.3022
Abell 2401,183.18,70.48,0,1,II,0.0555
Abell 2402,69.78,87.77,1,3,II-III,0.3398
Abell 2403,344.55,38.70,1,5,II-III,0.1076
Abell 2404,2.05,33.48,2,,I-II,
Abell 2405,79.54,-20.23,0,3,I,0.3367
Abell 2406,141.51,48.11,1,3,,0.0953
Abell 2407,260.76,52.36,2,5,III,0.1305
Abell 2408,333.96,81.63,2,6,II-III,0.1437
Abell 2409,234.52,32.84,2,,III,0.1885
Abell 2410,174.80,-4.96,2,5,I,0.2482
Abell 2411,186.68,62.47,1,6,I,0.1293
Abell 2412,114.76,58.73,1,5,II,0.0838
Abell 2413,79.02,76.67,1,5,III,0.0300
Abell 2414,270.78,87.71,0,5,II,0.3005
Abell 2415,331.35,-5.59,0,6,III,0.0575
Abell 2416,131.48,-25.58,1,2,,0.2090
Abell 2417,352.10,80.86,1,,III,
Abell 2418,102.67,10.93,0,4,I-II,0.1816
Abell 2419,147.19,47.14,2,5,III,0.0583
Abell 2420,66.23,1.14,0,3,III,0.1217
Abell 2421,122.42,25.00,2,6,III,
Abell 2422,207.13,-12.62,1,5,,0.1770
Abell 2423,7.33,70.11,1,5,II-III,0.1772
Abell 2424,332.99,36.92,0,6,,0.2221
Abell 2425,50.77,50.92,0,1,I,0.1540
Abell 2426,5.32,-16.55,1,4,II-III,0.0321
Abell 2427,138.21,39.58,1,6,II-III,0.1263
Abell 2428,134.67,68.92,1,3,I,0.2705
Abell 2429,339.68,81.30,2,,III,0.3217
Abell 2430,265.28,32.54,4,5,II-III,
Abell 2431,212.25,85.18,1,1,II,
Abell 2432,273.81,41.10,0,5,,
Abell 2433,32.29,-9.52,1,2,I,0.3303
Abell 2434,107.46,50.80,0,6,I,0.3118
Abell 2435,295.01,-2.66,0,6,II,0.2323
Abell 2436,308.79,-24.91,3,3,II-III,0.1150
Abell 2437,282.98,35.22,1,2,II-III,0.1605
Abell 2438,144.63,-26.52,2,,II,0.1245
Abell 2439,290.98,30.18,0,6,I,0.0418
Abell 2440,49.78,45.58,1,5,II,0.3106
Abell 2441,22.45,24.68,0,6,III,
Abell 2442,100.22,33.65,1,,,0.0577
Abell 2443,335.43,17.36,0,5,III,0.1100
Abell 2444,84.27,8.37,4,,I,0.1647
Abell 2445,231.46,69.95,0,7,I,0.1575
Abell 2446,92.75,58.53,1,,I,0.0430
Abell 2447,127.56,88.25,0,4,III,
Abell 2448,247.55,70.39,0,3,III,0.2010
Abell 2449,319.04,7.05,0,,I,
Abell 2450,71.82,53.30,5,7,II,0.0591
Abell 2451,184.01,-21.37,1,,II-III,
Abell 2452,197.15,74.19,0,6,II-III,
Abell 2453,240.26,53.65,1,2,II-III,0.2049
Abell 2454,280.99,69.77,1,6,II-III,0.0383
Abell 2455,127.93,83.16,0,3,II,0.2995
Abell 2456,109.21,65.59,1,7,II,
Abell 2457,173.71,63.09,0,,III,0.3305
Abell 2458,253.54,31.35,3,6,III,0.1399
Abell 2459,166.66,89.15,1,5,I,0.2350
Abell 2460,308.30,50.74,3,,I-II,0.1274
Abell 2461,316.37,74.28,0,5,II,0.0973
Abell 2462,209.75,30.22,0,6,II-III,
Abell 2463,255.69,71.60,0,6,II,0.2663
Abell 2464,273.69,0.86,1,,I,
Abell 2465,353.01,6.67,1,6,,0.2586
Abell 2466,262.25,76.75,1,6,I-II,
Abell 2467,136.60,2.26,4,6,II,0.0422
Abell 2468,326.43,49.47,2,6,I,
Abell 2469,242.43,64.65,1,5,II-III,0.2624
Abell 2470,115.99,54.37,0,,II,0.1949
Abell 2471,149.18,79.57,2,6,III,0.1713
Abell 2472,175.44,-8.59,4,4,II-III,
Abell 2473,226.89,-24.96,2,3,II-III,0.2689
Abell 2474,257.62,33.89,3,6,,0.0418
Abell 2475,40.90,60.35,1,,,0.2993
Abell 2476,121.58,-12.14,0,7,II,0.2765
Abell 2477,216.82,85.46,1,,,0.1492
Abell 2478,316.51,-8.54,0,3,I,0.1558
Abell 2479,19.26,50.87,0,6,I-II,0.2140
Abell 2480,101.87,88.45,1,3,II-III,0.0913
Abell 2481,255.93,-5.94,1,5,III,0.2007
Abell 2482,161.62,-25.34,3,,I-II,0.2996
Abell 2483,83.56,85.47,2,3,II-III,0.2395
Abell 2484,180.36,17.74,1,5,I-II,0.1117
Abell 2485,156.34,89.52,0,6,II-III,
Abell 2486,28.35,14.37,2,,,0.2801
Abell 2487,204.80,8.55,1,5,II,
Abell 2488,160.47,-16.17,1,6,,0.2681
Abell 2489,154.79,47.56,1,3,I,0.1423
Abell 2490,205.50,4.06,1,5,I-II,
Abell 2491,139.03,69.33,2,4,I,0.2112
Abell 2492,24.81,-26.92,1,5,I,0.2969
Abell 2493,0.50,38.54,1,3,,0.3465
Abell 2494,90.49,3.39,3,5,I,
Abell 2495,47.60,75.21,1,6,II-III,0.3447
Abell 2496,16.33,33.16,0,,,0.2596
Abell 2497,341.60,80.51,1,2,II,0.2509
Abell 2498,95.33,34.27,3,4,III,0.2207
Abell 2499,252.83,-16.33,0,5,III,0.1582
Abell 2500,255.75,-23.94,0,6,II-III,0.2587
Abell 2501,352.65,14.53,1,7,II,0.2143
Abell 2502,216.23,-18.56,0,3,,0.1418
Abell 2503,94.52,84.70,0,7,II-III,0.0530
Abell 2504,233.09,56.01,0,6,II-III,0.2021
Abell 2505,94.66,82.04,2,5,II,0.1099
Abell 2506,192.14,60.65,2,6,III,
Abell 2507,324.76,39.94,0,5,III,0.1748
Abell 2508,24.92,39.55,2,4,III,0.0110
Abell 2509,347.54,86.80,3,3,II,0.0391
Abell 2510,34.31,32.82,3,,II-III,0.2684
Abell 2511,287.66,45.25,4,6,,0.0309
Abell 2512,302.50,8.04,1,4,II-III,0.2489
Abell 2513,99.43,37.84,0,4,II,0.0534
Abell 2514,85.14,29.89,1,3,,0.2957
Abell 2515,327.10,-1.43,1,6,I-II,0.1662
Abell 2516,68.61,31.55,3,,II,0.0130
Abell 2517,21.33,21.72,2,5,I-II,0.3225
Abell 2518,65.90,36.28,2,7,II,0.0465
Abell 2519,195.43,21.51,0,5,,0.0261
Abell 2520,80.38,81.24,3,3,III,0.0540
Abell 2521,242.60,85.11,0,6,II-III,0.0687
Abell 2522,326.94,57.82,1,6,,0.3427
Abell 2523,96.48,4.99,1,,I-II,0.1798
Abell 2524,84.47,89.18,0,4,III,0.1013
Abell 2525,139.09,81.34,2,4,II-III,
Abell 2526,245.25,69.34,0,4,,
Abell 2527,244.87,65.95,1,,III,
Abell 2528,194.26,-17.53,2,4,I,0.1843
Abell 2529,90.41,54.29,1,6,II,0.1230
Abell 2530,242.47,84.16,2,,I-II,0.1479
Abell 2531,6.46,-8.25,1,2,,
Abell 2532,146.19,10.10,1,3,II,0.1799
Abell 2533,107.01,-21.68,1,5,,0.1856
Abell 2534,266.67,22.70,1,6,I-II,0.1072
Abell 2535,350.47,16.87,1,7,,0.2695
Abell 2536,100.04,-21.06,3,6,II,
Abell 2537,298.99,25.12,0,7,III,0.2988
Abell 2538,258.43,6.06,0,6,II-III,0.1537
Abell 2539,180.94,82.80,2,5,II,0.0866
Abell 2540,279.49,-12.98,0,5,III,0.0977
Abell 2541,142.69,14.98,1,5,III,0.3048
Abell 2542,7.23,-1.78,4,5,II,0.2211
Abell 2543,349.51,58.47,0,5,II,0.1280
Abell 2544,223.44,15.16,0,5,II-III,0.3490
Abell 2545,206.70,63.40,1,6,,0.2100
Abell 2546,60.57,34.14,1,,III,0.1464
Abell 2547,139.76,60.26,1,5,,0.3198
Abell 2548,52.98,42.76,2,6,,0.1413
Abell 2549,206.63,58.77,1,3,II,
Abell 2550,135.65,2.46,1,6,I,0.1571
Abell 2551,83.00,9.27,2,6,II,0.1872
Abell 2552,146.11,-22.84,3,6,I,0.1682
Abell 2553,241.38,31.25,1,7,I,0.2679
Abell 2554,93.61,29.51,1,5,III,0.2364
Abell 2555,219.74,86.46,1,5,II,0.0481
Abell 2556,174.29,-9.67,0,5,II-III,0.2752
Abell 2557,232.79,-24.81,1,5,,0.3409
Abell 2558,138.73,54.70,1,,I,0.0467
Abell 2559,309.73,33.72,2,2,,0.0231
Abell 2560,169.07,28.37,3,3,II-III,
Abell 2561,62.55,-26.08,0,,I-II,0.0238
Abell 2562,164.57,12.82,0,4,III,
Abell 2563,51.30,54.36,0,5,I,0.3299
Abell 2564,259.49,21.95,1,3,II,0.1219
Abell 2565,32.36,81.33,2,5,I,0.0861
Abell 2566,2.44,51.84,0,6,II-III,0.1114
Abell 2567,271.25,14.76,0,6,II,
Abell 2568,163.05,30.76,0,6,I-II,
Abell 2569,305.93,-13.10,0,4,I-II,0.0517
Abell 2570,139.01,14.66,1,6,II-III,0.2305
Abell 2571,317.43,-0.35,2,5,III,
Abell 2572,349.30,18.70,1,4,II-III,0.0403
Abell 2573,181.19,63.55,0,6,III,0.2889
Abell 2574,56.66,71.78,1,4,,0.0368
Abell 2575,83.18,21.67,0,6,I,0.0642
Abell 2576,86.96,63.34,1,6,I,0.2501
Abell 2577,24.15,38.92,2,5,I,0.0554
Abell 2578,66.85,11.98,0,3,III,0.3105
Abell 2579,149.22,68.58,2,3,II,0.0630
Abell 2580,11.42,-16.92,0,5,,0.3249
Abell 2581,139.20,60.28,0,,III,0.1136
Abell 2582,27.08,43.32,0,3,III,0.0662
Abell 2583,198.16,37.88,1,5,I-II,0.3045
Abell 2584,275.78,-18.54,1,6,II,0.2069
Abell 2585,250.68,82.07,2,4,II-III,0.0805
Abell 2586,54.79,23.09,0,5,II,0.2814
Abell 2587,205.68,-4.26,2,5,,0.2998
Abell 2588,198.07,70.22,1,6,I,0.3174
Abell 2589,350.99,16.77,0,3,I,0.0416
Abell 2590,69.89,67.05,0,6,,
Abell 2591,151.47,44.43,1,6,II,0.2360
Abell 2592,22.57,28.58,1,5,II,0.2573
Abell 2593,351.08,14.65,0,4,I-II,0.0426
Abell 2594,131.64,69.23,2,1,,0.3099
Abell 2595,262.62,62.88,2,1,,
Abell 2596,152.82,23.38,0,5,I,0.0535
Abell 2597,173.64,41.38,4,,II-III,0.0557
Abell 2598,230.05,68.94,1,5,,0.2182
Abell 2599,265.28,65.72,2,4,I-II,0.1510
Abell 2600,87.38,10.79,2,,,0.1070
Abell 2601,285.44,84.52,1,5,II-III,0.1121
Abell 2602,70.09,45.11,0,3,I-II,0.1422
Abell 2603,306.78,75.88,2,4,II-III,0.2241
Abell 2604,128.02,33.17,1,5,,
Abell 2605,322.24,-6.85,0,,II,0.1776
Abell 2606,97.15,34.34,0,4,II,0.1457
Abell 2607,243.67,38.33,0,5,,0.1045
Abell 2608,97.30,68.27,1,6,II,0.0692
Abell 2609,304.68,60.72,1,5,I-II,0.0323
Abell 2610,167.26,52.08,0,5,I-II,0.3076
Abell 2611,132.55,66.36,0,,I,0.2065
Abell 2612,252.74,-15.07,0,2,III,0.0877
Abell 2613,132.02,48.22,2,4,,0.0897
Abell 2614,187.27,0.47,0,7,I,0.0608
Abell 2615,37.84,62.05,0,5,II-III,0.2016
Abell 2616,61.45,42.93,3,3,,0.0913
Abell 2617,20.66,-9.34,2,4,II-III,0.1729
Abell 2618,192.71,26.79,1,5,III,0.2863
Abell 2619,140.60,59.42,0,6,,0.1443
Abell 2620,161.30,-10.49,2,3,,0.2635
Abell 2621,325.65,46.20,2,4,II,0.3326
Abell 2622,187.56,-18.18,0,5,I-II,0.2456
Abell 2623,340.46,10.28,3,7,I,0.3120
Abell 2624,44.32,24.74,0,4,,0.2938
Abell 2625,254.45,36.13,1,5,I-II,0.0821
Abell 2626,29.19,7.29,2,2,I,0.2311
Abell 2627,100.04,35.77,0,5,II-III,0.0997
Abell 2628,130.76,73.76,2,7,III,0.1704
Abell 2629,115.14,23.52,3,3,,0.2501
Abell 2630,350.47,51.97,2,5,I-II,0.3010
Abell 2631,192.14,46.53,0,6,II-III,0.1232
Abell 2632,292.65,-2.23,4,6,,0.1854
Abell 2633,29.58,81.80,0,6,,0.1884
Abell 2634,354.63,27.03,0,3,III,0.0312
Abell 2635,237.17,49.52,1,6,I,
Abell 2636,54.10,10.03,3,6,II-III,0.2421
Abell 2637,227.43,-13.97,0,4,II-III,0.2052
Abell 2638,211.86,86.53,1,5,II,0.0460
Abell 2639,56.80,61.27,1,4,II,0.2888
Abell 2640,104.91,79.43,4,5,I,0.0721
Abell 2641,59.94,-17.35,0,5,I-II,0.0997
Abell 2642,53.14,23.01,2,,II-III,0.0126
Abell 2643,281.72,41.13,0,5,III,0.0401
Abell 2644,23.94,11.52,0,4,II-III,
Abell 2645,358.35,4.50,0,6,III,0.1374
Abell 2646,331.11,-0.38,0,6,II,0.1116
Abell 2647,62.82,-20.19,0,4,I,0.1131
Abell 2648,292.23,-19.64,0,3,II-III,0.2335
Abell 2649,66.62,53.09,3,5,I,0.2683
Abell 2650,228.54,8.31,3,5,I,0.0386
Abell 2651,260.75,26.34,1,5,I,0.0208
Abell 2652,60.55,3.20,4,6,I-II,0.1012
Abell 2653,36.34,68.48,0,7,II,0.2294
Abell 2654,43.66,76.03,3,6,II-III,0.0702
Abell 2655,154.08,71.67,3,5,II,0.2518
Abell 2656,124.02,33.30,1,3,III,0.1272
Abell 2657,16.15,-21.84,2,,II,0.3395
Abell 2658,349.50,44.79,0,5,III,0.1373
Abell 2659,350.04,7.20,1,5,III,0.1923
Abell 2660,205.85,59.89,1,5,II-III,0.0343
Abell 2661,228.38,-22.46,1,5,III,0.0525
Abell 2662,337.58,56.08,1,5,II,0.1590
Abell 2663,56.39,31.31,1,6,I,0.2119
Abell 2664,215.44,10.28,0,7,III,0.1076
Abell 2665,86.93,45.52,1,3,I,0.0697
Abell 2666,357.75,27.14,0,3,II,0.0265
Abell 2667,242.45,65.73,5,2,II,0.3130
Abell 2668,12.87,38.99,0,5,I-II,
Abell 2669,305.85,19.39,3,4,II-III,0.1414
Abell 2670,358.56,-10.42,1,3,I-II,0.0761
Abell 2671,220.37,-0.70,0,6,II-III,0.1470
Abell 2672,348.33,87.98,2,5,II-III,
Abell 2673,54.00,31.66,0,5,II,0.1120
Abell 2674,290.50,61.89,2,4,,0.2026
Abell 2675,93.83,31.50,0,,II-III,0.2310
Abell 2676,147.87,-25.04,2,6,I,0.0609
Abell 2677,27.86,27.36,1,,,0.3410
Abell 2678,278.65,58.38,1,6,II,0.3048
Abell 2679,45.64,-21.05,1,,II-III,0.0237
Abell 2680,145.30,53.42,1,4,II,0.1198
Abell 2681,104.44,56.99,2,4,II,0.3076
Abell 2682,340.13,-1.05,1,3,III,0.2915
Abell 2683,275.78,19.47,1,4,I-II,0.2442
Abell 2684,88.14,25.48,4,5,III,
Abell 2685,205.63,-23.22,0,6,,0.0249
Abell 2686,261.84,65.95,0,3,I-II,0.0285
Abell 2687,313.99,58.26,3,7,,0.1641
Abell 2688,276.60,87.97,3,6,II,0.1673
Abell 2689,229.26,46.49,4,6,III,0.0103
Abell 2690,228.58,43.10,3,3,,
Abell 2691,31.39,-7.41,0,6,I,0.3055
Abell 2692,61.04,20.45,0,6,II-III,0.3455
Abell 2693,132.24,67.33,3,5,,0.2765
Abell 2694,175.02,4.51,0,5,II-III,
Abell 2695,68.24,47.67,0,3,,0.3304
Abell 2696,291.69,32.83,3,,II-III,0.1055
Abell 2697,259.42,-7.16,1,6,II-III,0.0210
Abell 2698,333.34,-22.07,1,1,III,0.2283
Abell 2699,80.24,8.39,2,,II-III,0.1362
Abell 2700,26.91,49.53,1,6,,0.2481
Abell 2701,204.10,-5.44,3,,II,
Abell 2702,193.66,-21.75,1,5,II,0.1880
Abell 2703,210.41,81.20,1,5,I-II,0.0538
Abell 2704,294.35,-19.31,0,6,III,0.1745
Abell 2705,244.66,60.13,0,4,I-II,0.2346
Abell 2706,328.89,55.64,1,5,III,0.2373
Abell 2707,174.83,-18.00,0,6,II-III,
Abell 2708,156.00,17.35,1,6,I-II,0.0505
Abell 2709,225.61,20.10,2,6,II-III,0.1661
Abell 2710,3.88,-1.98,0,,II,0.1029
Abell 2711,151.47,-25.28,1,5,I,0.0219
Abell 2712,278.14,19.63,1,3,II-III,0.1853
Abell 3001,91.38,-70.68,1,5,III,0.1213
Abell 3002,72.12,-18.81,1,6,II-III,0.2647
Abell 3003,22.25,-32.29,1,5,I-II,0.1159
Abell 3004,224.60,-60.18,3,2,III,0.2834
Abell 3005,175.27,-84.89,0,5,III,0.2318
